Player,Tm,Pos,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,DRB,AST,TOV,PTS,Predict_salario,Real_salario,Diferencia_%,Image_URL
Jabari Walker,Portland Trail Blazers,AL,21,57,15,1260,3,6,0,1,2,4,1,2,4,0,0,8,4121265,1719864,"-139,62739013887332",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Jarace Walker,Indiana Pacers,AP,20,22,0,223,1,3,0,1,0,1,0,0,1,1,0,3,3184135,6059520,"47,45235246826313",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Cason Wallace,Oklahoma City Thunder,ES,20,63,9,1281,2,5,1,2,1,2,0,0,1,1,0,6,3305091,5291400,"37,53842783749217",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Jordan Walsh,Boston Celtics,AL,19,4,0,33,0,1,0,0,0,0,0,0,2,0,0,0,2436078,1119563,"-117,59191245730396",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
P.J. Washington,TOT,AP,25,56,28,1668,5,11,1,5,3,5,1,2,4,2,1,13,11411708,16847826,"32,265985963370305",
Yuta Watanabe,TOT,AL,29,34,0,464,1,3,0,2,0,0,0,0,1,0,0,3,5377544,2346614,"-129,16187845803293",
Trendon Watford,Brooklyn Nets,AP,23,46,0,536,2,4,0,0,1,3,0,1,1,1,0,5,2913746,2019706,"-44,26588296953629",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Peyton Watson,Denver Nuggets,AL,21,62,4,1138,2,5,0,2,1,3,0,1,2,1,0,6,3190065,2303520,"-38,486539030419316",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Victor Wembanyama,San Antonio Spurs,P,20,56,56,1610,7,16,1,5,5,11,3,4,8,3,3,20,7653069,12160680,"37,06709573505124",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Blake Wesley,San Antonio Spurs,ES,20,43,1,573,1,3,0,0,1,2,0,1,1,2,0,4,3033464,2504640,"-21,113779384405337",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Russell Westbrook,Los Angeles Clippers,BA,35,58,10,1313,4,9,0,2,3,7,1,2,3,4,2,11,16763961,3835738,"-337,04657852334685",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Coby White,Chicago Bulls,BA,23,64,64,2361,6,15,2,7,4,7,2,3,4,5,2,19,12263461,12444444,"1,454324383217847",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHI-2024.png
Derrick White,Boston Celtics,ES,29,59,59,1900,5,11,2,6,2,4,1,2,3,5,1,15,20379739,18107143,"-12,550828828676902",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Cam Whitmore,Houston Rockets,AL,19,37,1,658,4,9,1,4,2,5,1,2,2,0,0,12,5278001,3218160,"-64,00680937518457",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Aaron Wiggins,Oklahoma City Thunder,ES,25,60,0,878,2,4,0,1,1,2,0,0,1,0,0,6,3361045,1836096,"-83,05391216364333",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Andrew Wiggins,Golden State Warriors,AL,28,54,42,1443,4,10,1,3,3,7,1,2,2,1,1,12,13549644,24330357,"44,309717120116986",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Lindell Wigginton,Milwaukee Bucks,BA,25,3,0,8,0,1,0,0,0,1,0,0,0,0,0,2,2729073,244502,"-1016,1763258919304",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Grant Williams,TOT,AP,25,60,36,1643,3,7,1,4,1,2,1,1,2,1,1,9,5964138,12405000,"51,92149562756332",
Jalen Williams,Oklahoma City Thunder,AP,22,57,57,1820,7,13,1,3,6,10,2,3,3,4,1,19,7241526,4558680,"-58,8513837014587",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Jaylin Williams,Oklahoma City Thunder,P,21,51,0,645,1,3,0,2,0,1,0,0,2,1,0,3,2838272,2000000,"-41,91362452099418",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Kenrich Williams,Oklahoma City Thunder,AP,29,51,1,726,1,3,0,1,0,1,0,0,2,1,0,4,6387993,6175000,"-3,449285927872954",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Mark Williams,Charlotte Hornets,P,22,18,19,508,5,7,0,0,5,7,2,3,5,1,0,12,7884420,3908160,"-101,74252201642278",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Patrick Williams,Chicago Bulls,AP,22,43,30,1174,3,8,1,3,2,4,1,1,2,1,1,9,4985032,9835881,"49,317882216724705",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHI-2024.png
Robert Williams,Portland Trail Blazers,P,26,6,0,119,2,4,0,0,2,4,1,1,4,0,1,6,5329548,11812501,"54,882129788005386",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Vince Williams Jr.,Memphis Grizzlies,ES,23,52,33,1436,3,7,1,4,1,3,2,2,4,3,1,10,5852325,2486462,"-135,3675942228292",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Ziaire Williams,Memphis Grizzlies,AL,22,51,15,1038,2,7,1,3,1,3,1,1,2,1,1,8,3675493,4810200,"23,589582571329185",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Zion Williamson,New Orleans Pelicans,AP,23,52,52,1591,8,15,0,0,8,14,4,6,3,5,2,22,23814873,34005250,"29,967068619072574",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Jalen Wilson,Brooklyn Nets,AP,23,26,1,374,1,3,0,1,1,2,0,0,1,1,0,4,2929453,707770,"-313,89905464846987",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
James Wiseman,Detroit Pistons,P,22,44,0,647,2,4,0,0,2,4,0,1,2,0,0,6,3335042,12119440,"72,4818735633706",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Christian Wood,Los Angeles Lakers,AP,28,50,1,872,2,5,0,2,1,3,1,1,4,0,1,6,6771952,2709849,"-149,9014688291072",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Delon Wright,TOT,BA,31,36,1,512,1,3,0,1,1,2,0,0,1,2,0,4,5357010,947205,"-465,559779212728",
Thaddeus Young,TOT,AP,35,25,6,379,2,3,0,0,2,3,0,0,1,2,0,4,6670936,1010371,"-560,2462853551536",
Trae Young,Atlanta Hawks,BA,25,51,51,1862,8,19,3,8,4,10,6,7,2,10,4,26,31267866,40064220,"21,955632901576745",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Omer Yurtseven,Utah Jazz,P,25,35,6,317,1,2,0,0,1,2,0,0,2,0,0,3,3165687,2800000,"-13,060260422921374",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Cody Zeller,New Orleans Pelicans,P,31,39,0,301,0,1,0,0,0,1,0,0,1,0,0,1,3424046,3196448,"-7,120346526501161",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Ivica Zubac,Los Angeles Clippers,P,26,50,50,1311,4,7,0,0,4,7,1,2,6,1,1,11,16250520,10933333,"-48,632814295055724",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
