Player,Tm,Pos,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,DRB,AST,TOV,PTS,Predict_salario,Real_salario,Diferencia_%,Image_URL
Jabari Walker,Portland Trail Blazers,AL,21,57,15,1260,3,6,0,1,2,4,1,2,4,0,0,8,3958584,1719864,"-130,1684850971234",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Jarace Walker,Indiana Pacers,AP,20,22,0,224,1,3,0,1,0,1,0,0,1,1,0,3,3191882,6059520,"47,324491531801264",https://cdn.ssref.net/req/202312151/tlogo/bbr/IND-2024.png
Cason Wallace,Oklahoma City Thunder,ES,20,63,9,1281,2,5,1,2,1,2,0,0,1,1,0,6,3333566,5291400,"37,00028936719898",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Jordan Walsh,Boston Celtics,AL,19,3,0,33,0,1,0,0,0,0,0,0,2,0,0,0,2472916,1119563,"-120,88232302245146",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
P.J. Washington,TOT,AP,25,56,28,1668,5,11,1,5,3,5,1,2,4,2,1,13,10881280,16847826,"35,41433279369634",
Yuta Watanabe,TOT,AL,29,34,0,464,1,3,0,2,0,0,0,0,1,0,0,3,5367535,2346614,"-128,735325579044",
Trendon Watford,Brooklyn Nets,AP,23,46,0,536,2,4,0,0,1,3,0,1,1,1,0,5,2914477,2019706,"-44,30204970741261",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
Peyton Watson,Denver Nuggets,AL,21,62,4,1138,2,5,0,2,1,3,0,1,2,1,0,6,3190065,2303520,"-38,486539030419316",https://cdn.ssref.net/req/202312151/tlogo/bbr/DEN-2024.png
Victor Wembanyama,San Antonio Spurs,P,20,56,56,1610,7,16,1,5,5,11,3,4,8,3,3,20,7593354,12160680,"37,55813926010788",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Blake Wesley,San Antonio Spurs,ES,20,43,1,573,1,3,0,0,1,2,0,1,1,2,0,4,3046436,2504640,"-21,631727197044075",https://cdn.ssref.net/req/202312151/tlogo/bbr/SAS-2024.png
Russell Westbrook,Los Angeles Clippers,BA,35,58,10,1313,4,9,0,2,3,7,1,2,3,4,2,11,17041589,3835738,"-344,2844899978357",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
Coby White,Chicago Bulls,BA,23,64,64,2361,6,15,2,7,4,7,2,3,4,5,2,19,11829678,12444444,"4,940079966065739",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHI-2024.png
Derrick White,Boston Celtics,ES,29,59,59,1900,5,11,2,6,2,4,1,2,3,5,1,15,20058804,18107143,"-10,778405892660553",https://cdn.ssref.net/req/202312151/tlogo/bbr/BOS-2024.png
Cam Whitmore,Houston Rockets,AL,19,37,1,658,4,9,1,4,2,5,1,2,2,0,0,12,5110205,3218160,"-58,79278003541486",https://cdn.ssref.net/req/202312151/tlogo/bbr/HOU-2024.png
Aaron Wiggins,Oklahoma City Thunder,ES,25,60,0,878,2,4,0,1,1,2,0,0,1,0,0,6,3347607,1836096,"-82,3220108772999",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Andrew Wiggins,Golden State Warriors,AL,28,54,42,1443,4,10,1,3,3,7,1,2,2,1,1,12,13711751,24330357,"43,64344336530582",https://cdn.ssref.net/req/202312151/tlogo/bbr/GSW-2024.png
Lindell Wigginton,Milwaukee Bucks,BA,25,3,0,8,0,1,0,0,0,1,0,0,0,0,0,2,2690098,244502,"-1000,2357426914488",https://cdn.ssref.net/req/202312151/tlogo/bbr/MIL-2024.png
Grant Williams,TOT,AP,25,60,36,1643,3,7,1,4,1,2,1,1,2,1,1,9,5887682,12405000,"52,53783126301757",
Jalen Williams,Oklahoma City Thunder,AP,22,57,57,1820,7,13,1,3,6,10,2,3,3,4,1,19,7610947,4558680,"-66,95506658407676",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Jaylin Williams,Oklahoma City Thunder,P,21,51,0,645,1,3,0,2,0,1,0,0,2,1,0,3,2829187,2000000,"-41,45938889069117",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Kenrich Williams,Oklahoma City Thunder,AP,29,51,1,726,1,3,0,1,0,1,0,0,2,1,0,4,6387993,6175000,"-3,449285927872954",https://cdn.ssref.net/req/202312151/tlogo/bbr/OKC-2024.png
Mark Williams,Charlotte Hornets,P,22,19,19,508,5,7,0,0,5,7,2,3,5,1,0,12,8009574,3908160,"-104,94490887583862",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHO-2024.png
Patrick Williams,Chicago Bulls,AP,22,43,30,1174,3,8,1,3,2,4,1,1,2,1,1,9,4823069,9835881,"50,96453611735933",https://cdn.ssref.net/req/202312151/tlogo/bbr/CHI-2024.png
Robert Williams,Portland Trail Blazers,P,26,6,0,118,2,4,0,0,2,4,1,1,4,0,1,6,5236792,11812501,"55,66737207256779",https://cdn.ssref.net/req/202312151/tlogo/bbr/POR-2024.png
Vince Williams Jr.,Memphis Grizzlies,ES,23,52,33,1436,3,7,1,4,1,3,2,2,4,3,1,10,5684644,2486462,"-128,62382366182644",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Ziaire Williams,Memphis Grizzlies,AL,22,51,15,1038,2,7,1,3,1,3,1,1,2,1,1,8,3703504,4810200,"23,00726912336543",https://cdn.ssref.net/req/202312151/tlogo/bbr/MEM-2024.png
Zion Williamson,New Orleans Pelicans,AP,23,52,52,1591,8,15,0,0,8,14,4,6,3,5,2,22,23781432,34005250,"30,065408030763745",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Jalen Wilson,Brooklyn Nets,AP,23,26,1,374,1,3,0,1,1,2,0,0,1,1,0,4,2929453,707770,"-313,89905464846987",https://cdn.ssref.net/req/202312151/tlogo/bbr/BRK-2024.png
James Wiseman,Detroit Pistons,P,22,44,0,647,2,4,0,0,2,4,0,1,2,0,0,6,3270760,12119440,"73,01228434099339",https://cdn.ssref.net/req/202312151/tlogo/bbr/DET-2024.png
Christian Wood,Los Angeles Lakers,AP,28,50,1,872,2,5,0,2,1,3,1,1,4,0,1,6,6743767,2709849,"-148,861391746306",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAL-2024.png
Delon Wright,TOT,BA,31,36,1,512,1,3,0,1,1,2,0,0,1,2,0,4,5324090,947205,"-462,08427483901727",
Thaddeus Young,TOT,AP,35,25,6,379,2,3,0,0,2,3,0,0,1,2,0,4,6670936,1010371,"-560,2462853551536",
Trae Young,Atlanta Hawks,BA,25,51,51,1862,8,19,3,8,4,10,6,7,2,10,4,26,31900349,40064220,"20,376961285938993",https://cdn.ssref.net/req/202312151/tlogo/bbr/ATL-2024.png
Omer Yurtseven,Utah Jazz,P,25,35,6,317,1,2,0,0,1,2,0,0,2,0,0,3,3165687,2800000,"-13,060260422921374",https://cdn.ssref.net/req/202312151/tlogo/bbr/UTA-2024.png
Cody Zeller,New Orleans Pelicans,P,31,39,0,301,0,1,0,0,0,1,0,0,1,0,0,1,3416725,3196448,"-6,891335062874246",https://cdn.ssref.net/req/202312151/tlogo/bbr/NOP-2024.png
Ivica Zubac,Los Angeles Clippers,P,26,50,50,1311,4,7,0,0,4,7,1,2,6,1,1,11,16624139,10933333,"-52,05006494751255",https://cdn.ssref.net/req/202312151/tlogo/bbr/LAC-2024.png
